type,tool_wear,target,power,diference_temperature
H,207,0,56961.8,-9.800000000000011
L,208,0,64027.8,-11.599999999999966
L,132,0,69300.0,-8.400000000000034
L,40,0,66444.0,-11.199999999999989
M,149,0,56091.7,-10.899999999999977
L,5,0,48997.2,-11.399999999999977
H,70,0,74985.3,-10.0
L,127,0,66581.0,-11.600000000000023
M,214,0,76643.2,-10.600000000000023
L,52,0,72601.6,-11.100000000000023
L,56,0,56742.0,-11.699999999999989
L,34,0,78640.8,-10.600000000000023
M,63,0,84237.0,-9.199999999999989
L,21,0,61963.5,-8.699999999999989
L,168,0,55557.9,-10.199999999999989
L,40,0,50752.8,-9.900000000000034
L,65,0,61512.0,-8.400000000000034
M,2,0,51904.2,-9.5
H,153,0,61203.99999999999,-11.399999999999977
L,194,0,49950.0,-9.800000000000011
L,147,0,64104.799999999996,-9.5
L,166,0,51950.4,-9.5
L,55,1,77571.0,-7.800000000000011
H,160,0,69108.0,-9.300000000000011
L,202,0,68879.2,-10.5
L,158,0,64722.299999999996,-8.899999999999977
L,87,0,59803.0,-10.0
L,55,0,61990.5,-9.699999999999989
H,147,0,56205.99999999999,-9.099999999999966
L,134,0,56512.5,-9.699999999999989
L,74,0,70988.8,-9.399999999999977
M,27,0,64138.8,-10.0
L,123,0,46614.600000000006,-9.300000000000011
M,13,0,54451.799999999996,-10.199999999999989
M,102,0,62327.200000000004,-9.400000000000034
L,172,1,99980.40000000001,-10.699999999999989
L,206,0,66293.5,-9.600000000000023
L,140,0,56563.99999999999,-10.699999999999989
L,72,0,73045.8,-9.199999999999989
M,120,0,54409.799999999996,-11.399999999999977
L,123,0,60732.5,-10.0
L,181,0,63204.5,-9.800000000000011
L,92,0,61708.799999999996,-9.300000000000011
M,122,1,89624.09999999999,-9.199999999999989
M,16,0,59899.399999999994,-11.300000000000011
H,182,0,59113.6,-9.5
M,219,0,68184.40000000001,-11.300000000000011
M,143,0,39710.0,-10.199999999999989
M,153,0,60361.2,-8.800000000000011
M,174,0,44032.0,-10.5
L,182,0,59588.6,-9.800000000000011
M,113,0,77296.5,-10.900000000000034
L,79,0,54858.9,-9.0
M,40,0,53053.5,-11.899999999999977
M,112,0,63685.2,-8.899999999999977
M,205,0,61283.700000000004,-9.899999999999977
L,166,0,70541.4,-9.900000000000034
L,116,0,64225.7,-11.599999999999966
M,155,0,50019.200000000004,-9.100000000000023
M,53,0,41114.4,-10.599999999999966
L,111,0,64831.799999999996,-9.699999999999989
M,168,0,71893.5,-11.300000000000011
L,202,0,46278.799999999996,-11.399999999999977
L,191,1,92637.0,-10.100000000000023
L,33,0,51284.799999999996,-10.5
L,53,0,49020.0,-11.799999999999955
L,75,0,54369.6,-8.699999999999989
L,174,0,63387.6,-10.399999999999977
M,192,0,66878.0,-11.100000000000023
L,140,0,53257.4,-10.699999999999989
M,45,0,38329.2,-9.099999999999966
L,149,0,67188.0,-11.299999999999955
L,113,0,49511.8,-10.399999999999977
L,186,0,59230.6,-10.599999999999966
M,136,0,62828.299999999996,-11.5
L,191,0,61776.0,-10.0
L,31,0,39936.0,-9.199999999999989
M,67,0,55843.200000000004,-11.300000000000011
L,24,0,57671.9,-10.200000000000045
M,98,0,47965.5,-8.800000000000011
L,16,0,54244.9,-9.899999999999977
M,59,0,49412.5,-11.0
M,145,0,69761.90000000001,-9.400000000000034
L,71,0,72649.5,-11.0
L,30,0,69345.1,-10.100000000000023
L,12,0,59184.0,-9.200000000000045
L,196,0,69917.0,-11.0
M,53,0,50010.0,-11.0
L,201,0,51274.0,-9.199999999999989
L,178,0,52348.799999999996,-11.0
L,0,0,50268.0,-10.0
L,9,0,61656.5,-9.200000000000045
M,183,0,68761.0,-9.599999999999966
L,143,0,58893.00000000001,-9.400000000000034
L,197,0,59760.0,-9.099999999999966
M,199,0,76468.8,-11.299999999999955
L,109,0,57892.0,-10.700000000000045
M,51,0,59428.0,-9.100000000000023
H,137,0,57178.600000000006,-10.5
M,62,0,69070.6,-10.699999999999989
M,113,0,58712.5,-11.100000000000023
L,58,0,64071.6,-8.200000000000045
L,78,0,63782.399999999994,-11.800000000000011
L,93,0,67400.8,-11.300000000000011
M,146,0,73944.5,-8.800000000000011
L,116,0,61855.200000000004,-10.899999999999977
M,171,0,71656.0,-11.199999999999989
L,162,0,58233.49999999999,-8.200000000000045
M,199,0,76995.7,-11.199999999999989
L,9,0,84562.5,-11.0
L,3,0,55277.4,-9.699999999999989
L,136,0,44199.1,-9.700000000000045
L,127,0,53036.6,-8.700000000000045
H,207,0,55044.899999999994,-11.300000000000011
L,13,0,70307.2,-9.199999999999989
L,2,0,70949.5,-8.800000000000011
L,211,0,67573.7,-10.800000000000011
L,27,0,49423.6,-9.0
L,68,0,62640.00000000001,-7.899999999999977
L,90,0,59475.0,-9.300000000000011
L,109,0,53071.2,-10.5
L,57,0,62306.200000000004,-8.600000000000023
L,210,0,59674.200000000004,-10.699999999999989
M,167,0,69160.0,-8.199999999999989
H,206,0,51100.4,-9.199999999999989
H,38,0,57494.0,-11.0
L,71,0,63403.0,-10.300000000000011
M,110,0,74112.5,-10.699999999999989
H,80,0,73901.3,-8.5
L,148,0,59966.399999999994,-9.300000000000011
L,111,0,59304.0,-10.900000000000034
M,185,0,53093.700000000004,-9.5
L,189,0,62909.0,-8.0
M,6,0,49438.200000000004,-9.600000000000023
L,46,0,57784.1,-9.599999999999966
M,79,0,51881.1,-9.600000000000023
L,33,0,45227.4,-10.0
L,71,0,56336.200000000004,-9.899999999999977
L,146,0,68199.9,-9.699999999999989
L,77,0,68824.8,-9.399999999999977
M,140,0,62269.200000000004,-10.300000000000011
M,91,0,54239.0,-9.600000000000023
L,184,0,58101.99999999999,-11.5
L,177,0,59342.7,-10.800000000000011
L,171,0,52025.700000000004,-8.699999999999989
L,183,0,59779.200000000004,-9.5
L,71,0,54163.2,-11.200000000000045
M,17,0,70191.0,-9.199999999999989
M,11,0,60475.0,-9.100000000000023
L,154,0,47572.8,-9.5
L,167,0,57075.200000000004,-10.5
M,2,0,51398.0,-9.100000000000023
M,181,0,58786.0,-9.300000000000011
L,97,0,65800.90000000001,-9.600000000000023
L,0,0,56303.0,-9.800000000000011
L,113,0,43945.6,-9.300000000000011
L,20,0,58075.6,-10.700000000000045
L,37,0,44928.0,-9.5
M,27,0,65514.49999999999,-10.5
H,62,0,56340.799999999996,-10.5
H,138,0,66927.5,-9.400000000000034
L,204,0,70459.59999999999,-9.699999999999989
L,25,0,54795.0,-9.0
M,60,0,67436.8,-10.899999999999977
L,125,0,42343.0,-9.199999999999989
L,163,0,69069.3,-9.600000000000023
M,209,1,51404.3,-11.400000000000034
L,71,0,58687.2,-9.899999999999977
L,67,0,51044.700000000004,-9.5
L,89,0,52561.6,-8.300000000000011
L,33,0,38323.899999999994,-9.299999999999955
M,183,0,40177.399999999994,-10.800000000000011
M,89,0,43921.0,-11.399999999999977
L,122,0,55202.399999999994,-9.600000000000023
M,177,0,51448.5,-9.399999999999977
L,129,0,60742.5,-11.599999999999966
L,108,0,54788.4,-9.100000000000023
M,77,0,72815.7,-9.5
L,3,0,59020.799999999996,-9.199999999999989
L,193,0,52235.0,-11.300000000000011
H,119,0,68180.0,-9.900000000000034
L,47,0,47833.600000000006,-9.900000000000034
M,157,0,64623.799999999996,-10.900000000000034
L,204,0,54079.2,-11.399999999999977
M,169,0,58978.4,-9.799999999999955
L,185,0,62074.8,-11.399999999999977
L,23,0,61503.6,-11.0
H,9,0,51904.2,-10.899999999999977
L,104,0,65190.00000000001,-9.5
L,11,0,59282.399999999994,-10.0
M,84,0,52743.600000000006,-11.100000000000023
L,181,0,63080.0,-11.300000000000011
L,28,0,52153.2,-8.5
L,4,0,78232.5,-9.100000000000023
L,163,0,66982.0,-8.700000000000045
L,27,0,48129.9,-7.899999999999977
L,3,0,56444.600000000006,-9.700000000000045
L,78,0,65902.2,-11.5
L,122,0,51861.4,-11.199999999999989
L,5,0,33688.9,-11.400000000000034
M,18,0,74090.0,-10.900000000000034
H,23,0,58947.0,-8.899999999999977
L,200,0,50540.4,-9.300000000000011
M,131,0,58635.6,-10.800000000000011
L,129,0,48696.6,-11.0
M,122,0,63008.8,-11.399999999999977
M,49,0,64259.200000000004,-9.800000000000011
L,103,0,68393.6,-11.200000000000045
L,175,0,56062.799999999996,-11.0
L,186,0,46452.0,-11.100000000000023
L,137,0,71765.2,-11.300000000000011
M,114,0,56784.0,-8.100000000000023
L,41,0,51648.9,-9.199999999999989
H,139,0,45339.0,-11.5
L,12,0,73689.7,-8.100000000000023
H,156,0,64589.399999999994,-11.200000000000045
M,187,0,66220.0,-9.300000000000011
L,118,0,50232.00000000001,-9.700000000000045
L,149,0,43164.799999999996,-9.0
H,91,0,51626.6,-9.5
L,117,0,48391.2,-9.900000000000034
L,176,0,43240.0,-9.399999999999977
L,187,0,75225.0,-10.399999999999977
L,110,0,63303.799999999996,-11.699999999999989
M,192,0,68784.8,-8.699999999999989
L,32,0,51040.0,-11.200000000000045
L,119,0,65753.7,-10.800000000000011
M,158,0,66030.8,-9.0
H,18,0,56643.0,-9.5
L,96,0,59598.00000000001,-8.900000000000034
M,119,0,67108.6,-11.399999999999977
H,93,0,44371.799999999996,-9.5
L,99,0,75569.2,-9.0
L,132,0,55533.399999999994,-11.100000000000023
M,18,0,52066.200000000004,-10.0
M,183,0,62128.50000000001,-9.200000000000045
H,33,0,50850.0,-10.699999999999989
L,117,0,48906.0,-11.299999999999955
M,217,0,63432.99999999999,-7.7000000000000455
M,174,0,64300.49999999999,-8.800000000000011
L,182,0,73272.0,-9.5
M,144,0,62047.99999999999,-11.0
L,44,0,56026.3,-9.299999999999955
L,43,0,49831.799999999996,-8.899999999999977
L,182,0,49317.299999999996,-8.800000000000011
L,43,0,57315.799999999996,-10.800000000000011
L,47,0,73602.5,-10.100000000000023
L,94,0,68248.0,-9.399999999999977
M,16,0,55002.0,-10.200000000000045
L,143,0,85728.5,-10.800000000000011
L,142,0,77491.1,-11.099999999999966
M,165,0,51210.0,-11.400000000000034
L,125,0,59361.899999999994,-9.800000000000011
H,124,0,51050.3,-9.699999999999989
L,62,0,78264.8,-9.800000000000011
L,184,0,59270.4,-8.699999999999989
L,140,0,77213.2,-11.300000000000011
L,132,0,55723.200000000004,-9.300000000000011
L,97,0,79180.0,-11.199999999999989
H,185,0,72290.40000000001,-11.200000000000045
M,205,0,55393.799999999996,-9.5
L,61,0,42744.8,-11.100000000000023
M,204,0,64539.0,-8.400000000000034
L,136,0,51470.5,-10.600000000000023
M,168,0,66599.2,-9.800000000000011
L,24,0,76658.40000000001,-10.400000000000034
M,56,0,71023.4,-9.099999999999966
L,16,0,59408.4,-10.5
M,150,0,64782.9,-11.5
L,120,0,57414.600000000006,-8.900000000000034
L,53,0,66703.0,-12.0
L,184,0,74450.40000000001,-9.800000000000011
L,38,0,63706.5,-9.799999999999955
L,108,0,50593.399999999994,-9.200000000000045
L,94,0,46739.200000000004,-11.100000000000023
L,146,0,63247.8,-11.399999999999977
L,29,0,63140.0,-10.899999999999977
M,143,1,26286.999999999996,-11.199999999999989
H,54,0,70100.0,-8.5
L,226,1,67594.8,-8.199999999999989
L,64,0,64076.4,-11.0
H,19,0,62809.2,-9.800000000000011
M,197,0,59822.4,-11.200000000000045
L,32,1,64935.0,-8.0
L,120,0,61519.5,-9.5
L,169,0,47704.799999999996,-8.899999999999977
L,90,0,69414.4,-10.100000000000023
L,14,0,60472.600000000006,-11.400000000000034
L,143,0,69069.0,-11.099999999999966
M,100,0,43873.9,-9.399999999999977
L,116,0,71467.9,-9.0
H,193,0,54719.1,-9.199999999999989
M,179,0,51084.799999999996,-9.800000000000011
L,96,0,57017.0,-9.5
M,176,0,36810.4,-8.699999999999989
M,24,1,90087.7,-10.899999999999977
L,123,0,60361.2,-9.600000000000023
L,160,0,62400.0,-9.399999999999977
M,94,0,57567.3,-8.199999999999989
L,52,0,67642.4,-10.799999999999955
L,2,0,49077.6,-9.800000000000011
L,111,0,52234.8,-10.100000000000023
M,184,0,57054.0,-11.399999999999977
L,146,0,56880.0,-8.400000000000034
L,28,0,71820.8,-9.199999999999989
M,201,0,65985.6,-9.100000000000023
L,195,0,61074.0,-11.800000000000011
L,128,0,44840.4,-8.799999999999955
H,146,0,43804.0,-9.600000000000023
L,17,0,68251.5,-10.0
L,119,0,55244.49999999999,-9.699999999999989
L,187,0,64411.200000000004,-9.900000000000034
L,209,0,58618.4,-8.899999999999977
L,33,0,80472.0,-10.0
M,190,0,71321.6,-10.199999999999989
L,15,0,61590.9,-9.199999999999989
L,102,0,60420.0,-11.100000000000023
L,97,0,64835.6,-9.399999999999977
L,178,0,80835.3,-11.0
L,61,0,59927.4,-10.199999999999989
M,31,0,57433.2,-11.0
L,169,0,68894.40000000001,-8.399999999999977
L,50,0,59890.799999999996,-9.400000000000034
L,62,0,55879.2,-11.0
M,56,0,59946.00000000001,-9.5
L,67,0,76396.0,-11.600000000000023
M,168,0,69064.2,-8.899999999999977
L,196,0,65753.6,-9.5
H,41,0,45804.0,-11.399999999999977
L,18,0,57169.4,-9.600000000000023
L,202,0,49336.0,-10.100000000000023
L,48,0,53574.4,-10.600000000000023
L,156,0,60399.200000000004,-9.5
L,113,0,63992.700000000004,-10.700000000000045
M,189,0,45719.7,-9.400000000000034
M,74,0,56444.600000000006,-9.300000000000011
H,98,0,38606.0,-9.699999999999989
H,112,0,61812.0,-9.0
L,76,0,51613.2,-9.099999999999966
M,70,0,63203.99999999999,-8.900000000000034
L,79,0,62957.0,-9.600000000000023
L,11,0,67053.0,-9.300000000000011
L,160,0,63797.8,-9.699999999999989
L,180,0,43747.2,-9.0
M,30,0,58489.200000000004,-9.199999999999989
L,22,0,51646.399999999994,-11.399999999999977
H,192,0,47192.0,-7.899999999999977
L,138,0,62578.4,-7.800000000000011
L,83,0,76676.40000000001,-10.699999999999989
M,42,0,46496.8,-11.199999999999989
M,86,0,51653.0,-11.0
L,151,0,68050.4,-9.100000000000023
L,182,0,50684.8,-10.699999999999989
L,172,0,60172.799999999996,-11.400000000000034
M,140,0,58160.0,-10.600000000000023
L,26,0,51758.399999999994,-10.100000000000023
L,83,0,60899.8,-11.400000000000034
L,12,0,55820.4,-10.399999999999977
M,18,0,63536.0,-10.900000000000034
L,48,0,61320.6,-11.399999999999977
M,80,0,58942.4,-9.199999999999989
H,18,0,61613.2,-9.300000000000011
M,121,0,65601.59999999999,-9.100000000000023
L,14,0,49702.8,-9.900000000000034
L,146,0,47767.5,-10.599999999999966
L,119,0,73565.8,-11.0
L,201,0,65426.4,-10.5
L,61,0,70462.0,-10.100000000000023
L,10,0,57564.0,-9.900000000000034
L,52,0,56503.700000000004,-9.099999999999966
H,143,0,63726.3,-11.400000000000034
L,22,0,84698.2,-8.400000000000034
L,144,0,35557.200000000004,-11.399999999999977
L,115,0,77768.40000000001,-9.299999999999955
H,124,0,61569.6,-9.399999999999977
H,8,0,46898.0,-9.199999999999989
L,114,0,57387.600000000006,-10.899999999999977
M,77,0,63135.0,-10.699999999999989
L,61,0,37962.0,-11.200000000000045
L,213,0,53176.5,-11.600000000000023
M,116,0,64097.6,-9.399999999999977
L,74,0,42350.0,-10.100000000000023
M,60,0,41083.200000000004,-9.5
L,52,0,53029.200000000004,-11.400000000000034
L,20,0,60575.200000000004,-10.599999999999966
L,127,1,86346.0,-9.299999999999955
L,197,0,64325.0,-8.699999999999989
M,41,0,63028.2,-8.800000000000011
M,82,0,55193.600000000006,-8.900000000000034
L,145,0,57908.99999999999,-9.399999999999977
L,199,1,79918.0,-11.300000000000011
M,185,0,60006.3,-12.100000000000023
H,194,0,39187.2,-9.099999999999966
L,67,0,57723.8,-10.0
L,23,0,60372.799999999996,-11.199999999999989
L,147,0,58707.6,-11.299999999999955
L,174,1,68391.0,-8.199999999999989
L,189,0,40646.399999999994,-9.699999999999989
M,95,0,70319.40000000001,-9.300000000000011
L,26,0,60400.2,-9.399999999999977
M,195,0,52440.0,-9.400000000000034
L,155,0,51763.8,-8.5
L,92,0,55420.0,-10.899999999999977
M,19,1,90738.0,-10.099999999999966
M,167,0,69819.59999999999,-9.800000000000011
L,162,0,68296.2,-10.800000000000011
M,176,0,59554.8,-11.300000000000011
L,92,0,71092.3,-10.5
M,200,0,53210.0,-11.899999999999977
L,164,0,65747.0,-8.899999999999977
M,136,0,66496.9,-9.600000000000023
L,60,0,64393.7,-9.699999999999989
M,0,0,60785.1,-8.399999999999977
L,201,0,71864.0,-11.0
L,164,0,69306.5,-10.900000000000034
L,127,0,61046.99999999999,-9.199999999999989
L,28,0,69046.8,-8.599999999999966
M,140,0,63932.399999999994,-11.5
L,49,0,70527.59999999999,-10.599999999999966
L,69,0,60065.0,-9.100000000000023
L,79,0,58376.3,-11.599999999999966
L,229,1,85019.0,-7.800000000000011
M,37,0,53125.5,-8.899999999999977
L,2,0,60532.0,-9.599999999999966
M,25,0,60510.9,-9.5
L,98,0,54457.0,-9.300000000000011
M,71,0,69185.0,-11.099999999999966
L,124,0,54197.0,-11.299999999999955
L,61,0,59888.7,-10.699999999999989
M,82,0,64681.6,-9.700000000000045
M,73,0,49514.4,-11.100000000000023
L,173,0,82742.4,-11.0
M,12,0,71070.0,-11.399999999999977
L,59,0,57484.6,-11.099999999999966
M,121,0,65808.59999999999,-9.600000000000023
M,69,0,75331.2,-9.199999999999989
M,102,0,51982.700000000004,-10.0
L,171,0,50817.4,-9.200000000000045
M,158,0,38136.8,-10.899999999999977
H,121,0,52838.799999999996,-11.100000000000023
L,22,0,62822.399999999994,-10.599999999999966
M,77,0,53791.99999999999,-8.900000000000034
L,23,0,51738.6,-9.199999999999989
L,100,0,45513.6,-11.100000000000023
L,202,0,63516.0,-10.100000000000023
M,73,0,69360.0,-9.599999999999966
L,148,0,57970.0,-9.300000000000011
H,95,0,45196.799999999996,-9.699999999999989
H,28,0,62605.200000000004,-10.800000000000011
L,143,0,57256.5,-9.599999999999966
M,94,0,80594.0,-11.5
L,96,0,47987.3,-9.400000000000034
M,89,0,50933.0,-11.200000000000045
M,32,0,53616.700000000004,-9.800000000000011
M,14,0,55170.5,-11.0
M,84,0,63294.4,-8.799999999999955
H,49,0,44140.799999999996,-10.100000000000023
M,93,0,59941.2,-10.699999999999989
M,131,0,60287.5,-11.399999999999977
L,169,0,55501.399999999994,-10.5
L,146,0,51015.899999999994,-8.5
L,38,0,52844.399999999994,-9.800000000000011
L,173,0,62156.49999999999,-11.300000000000011
L,166,0,67252.0,-11.200000000000045
L,149,0,47712.799999999996,-10.0
L,60,0,67071.4,-11.199999999999989
L,215,0,58047.600000000006,-10.799999999999955
L,33,0,64468.799999999996,-10.5
M,22,0,69740.5,-9.800000000000011
L,151,0,47910.399999999994,-9.699999999999989
L,132,0,55429.6,-9.5
L,64,0,43335.0,-8.899999999999977
L,114,0,59682.6,-9.799999999999955
L,25,0,72628.2,-9.699999999999989
H,62,0,64076.200000000004,-8.900000000000034
M,122,0,79154.59999999999,-10.5
L,146,0,56170.2,-9.099999999999966
H,179,0,63673.0,-9.900000000000034
H,37,0,73227.0,-10.800000000000011
L,48,0,42335.5,-9.0
L,212,0,62732.799999999996,-9.800000000000011
M,151,0,51831.5,-8.799999999999955
L,39,0,70755.0,-11.400000000000034
H,37,0,48550.1,-9.399999999999977
H,109,0,60102.0,-11.300000000000011
M,79,0,54989.5,-10.0
L,89,0,60403.2,-9.599999999999966
L,51,0,38911.200000000004,-8.899999999999977
L,0,0,71997.0,-10.099999999999966
L,187,0,45919.8,-11.5
L,187,0,67624.8,-11.399999999999977
M,102,0,47642.4,-11.399999999999977
L,157,0,74225.2,-9.699999999999989
M,35,0,73491.0,-11.0
M,59,0,59737.5,-11.100000000000023
M,159,0,68612.8,-9.100000000000023
L,32,0,51786.799999999996,-11.800000000000011
L,34,0,43623.200000000004,-11.099999999999966
M,88,1,78366.6,-8.5
L,151,0,57644.4,-11.299999999999955
H,117,0,59133.600000000006,-10.600000000000023
L,56,0,54716.2,-11.100000000000023
M,152,0,72074.4,-9.400000000000034
M,130,0,84555.4,-11.0
M,111,0,39899.9,-11.100000000000023
H,210,0,54643.4,-11.900000000000034
L,176,0,63860.799999999996,-9.399999999999977
L,18,0,50206.8,-9.899999999999977
L,179,0,65148.0,-11.600000000000023
M,49,0,74362.40000000001,-9.5
H,205,0,53474.2,-10.799999999999955
H,47,0,58293.200000000004,-9.199999999999989
L,35,0,57000.0,-11.399999999999977
M,159,0,55792.799999999996,-9.599999999999966
L,103,0,57084.299999999996,-7.699999999999989
M,132,0,54567.5,-11.599999999999966
H,62,0,59128.0,-11.100000000000023
L,134,0,50880.5,-11.199999999999989
L,78,0,42564.6,-10.100000000000023
L,217,0,60944.0,-9.100000000000023
H,89,0,57608.0,-11.199999999999989
M,147,0,45999.399999999994,-10.699999999999989
H,161,0,68380.2,-10.800000000000011
L,18,0,49742.0,-11.099999999999966
L,108,0,68915.6,-9.400000000000034
L,173,0,68827.3,-10.899999999999977
L,208,0,59328.5,-11.199999999999989
M,233,0,55793.1,-11.100000000000023
L,225,0,59074.4,-8.300000000000011
L,110,0,56867.1,-9.100000000000023
L,52,0,57380.0,-11.200000000000045
L,199,0,48343.0,-9.199999999999989
L,145,0,46799.0,-9.599999999999966
H,120,0,56165.2,-9.300000000000011
L,175,0,75180.0,-7.800000000000011
H,37,0,65436.0,-11.400000000000034
L,16,0,61385.4,-10.5
H,137,0,67285.5,-10.399999999999977
L,71,0,78659.0,-9.5
L,69,0,54740.399999999994,-11.0
L,97,0,51106.99999999999,-10.600000000000023
M,15,0,70484.0,-11.0
L,192,0,64010.4,-9.200000000000045
M,27,0,59289.5,-8.599999999999966
L,2,0,63217.799999999996,-9.599999999999966
L,109,0,55152.0,-10.399999999999977
M,30,0,65845.8,-9.899999999999977
M,104,0,77984.5,-9.300000000000011
L,62,0,67830.0,-10.899999999999977
L,92,0,54165.399999999994,-9.400000000000034
L,83,0,55762.5,-10.900000000000034
L,165,0,61954.5,-8.699999999999989
L,9,0,58828.799999999996,-9.5
H,102,0,41193.899999999994,-10.399999999999977
L,173,0,67042.4,-10.100000000000023
M,92,0,62263.4,-9.800000000000011
L,186,0,49587.200000000004,-8.199999999999989
M,38,0,64914.4,-11.300000000000011
L,114,0,40056.6,-10.699999999999989
L,100,0,56136.49999999999,-9.900000000000034
L,94,0,69850.0,-9.700000000000045
L,150,0,48556.8,-8.400000000000034
M,137,0,58611.600000000006,-11.199999999999989
L,178,0,66364.8,-9.5
M,87,0,60598.0,-9.199999999999989
L,27,0,65649.59999999999,-11.099999999999966
L,56,0,39747.4,-9.300000000000011
L,33,0,79164.40000000001,-11.0
H,20,0,63572.5,-8.0
L,182,1,82931.0,-9.199999999999989
L,76,0,61804.799999999996,-11.199999999999989
L,79,0,64770.5,-11.100000000000023
M,28,0,57484.799999999996,-9.199999999999989
H,65,0,60644.399999999994,-11.0
L,194,0,59597.4,-11.099999999999966
M,52,0,68258.40000000001,-9.800000000000011
L,0,0,64503.5,-9.100000000000023
M,6,0,64384.8,-11.0
L,197,0,62713.0,-9.799999999999955
M,32,0,65869.2,-11.400000000000034
L,101,0,72644.0,-10.5
L,100,0,64552.49999999999,-8.600000000000023
L,132,0,70912.0,-9.299999999999955
L,45,0,64862.7,-8.600000000000023
L,192,0,71957.5,-9.0
M,10,0,62928.0,-9.399999999999977
L,17,0,57493.8,-9.199999999999989
L,111,0,72727.2,-11.200000000000045
M,44,0,58942.600000000006,-9.899999999999977
L,21,0,39540.0,-8.0
L,73,0,51961.6,-10.300000000000011
L,58,0,60520.0,-10.599999999999966
L,226,0,67244.8,-11.199999999999989
M,83,0,53301.00000000001,-9.800000000000011
L,113,0,72754.5,-11.399999999999977
L,102,0,48510.0,-10.199999999999989
L,45,0,79651.79999999999,-9.600000000000023
L,55,0,65405.200000000004,-11.0
L,146,0,63240.0,-11.299999999999955
M,165,0,51931.700000000004,-12.099999999999966
L,145,0,59797.5,-11.199999999999989
L,2,0,73094.90000000001,-11.700000000000045
M,137,0,52252.2,-9.100000000000023
M,59,0,46342.0,-8.800000000000011
L,207,1,58741.2,-11.399999999999977
L,175,0,43384.0,-9.300000000000011
M,63,0,47151.8,-10.099999999999966
M,170,0,56376.899999999994,-10.800000000000011
L,150,0,78006.8,-8.199999999999989
H,53,0,64079.399999999994,-10.600000000000023
M,81,0,59172.3,-11.099999999999966
H,126,0,39812.299999999996,-10.600000000000023
M,47,0,55597.49999999999,-10.0
L,39,0,62010.3,-9.100000000000023
H,72,0,48638.0,-8.400000000000034
L,2,0,59596.0,-11.100000000000023
L,148,0,61818.9,-9.099999999999966
L,15,0,61824.0,-10.399999999999977
L,53,0,52215.799999999996,-9.900000000000034
L,207,0,35551.5,-9.100000000000023
L,99,0,55580.0,-10.300000000000011
L,119,0,60286.2,-9.0
L,180,0,51930.2,-9.099999999999966
L,147,0,59526.5,-8.0
H,180,0,58078.0,-9.5
M,153,0,81893.5,-11.100000000000023
L,125,0,79038.3,-9.0
H,138,0,44212.799999999996,-8.5
M,66,0,45766.2,-8.800000000000011
H,65,0,50201.600000000006,-9.299999999999955
L,100,0,67324.4,-10.5
L,127,0,47709.0,-9.599999999999966
L,119,0,73753.6,-11.800000000000011
L,7,0,64411.200000000004,-11.399999999999977
L,20,0,60440.4,-9.5
M,147,0,56240.0,-11.600000000000023
L,144,0,64439.4,-9.300000000000011
L,95,0,77679.8,-10.600000000000023
L,23,0,57540.399999999994,-10.900000000000034
M,55,0,69450.0,-11.400000000000034
L,196,0,55313.600000000006,-9.800000000000011
L,129,0,51367.0,-11.299999999999955
M,205,0,71052.8,-9.199999999999989
M,208,0,58537.600000000006,-9.5
H,185,0,57844.299999999996,-9.0
H,56,0,60720.0,-11.300000000000011
L,53,0,49998.3,-9.900000000000034
H,84,0,33740.8,-9.800000000000011
L,28,0,58782.0,-9.700000000000045
L,148,0,65055.99999999999,-8.399999999999977
M,45,0,39173.6,-9.899999999999977
M,69,0,70104.59999999999,-11.299999999999955
L,119,0,61969.200000000004,-9.100000000000023
L,134,0,49488.4,-9.700000000000045
L,136,0,50537.9,-9.300000000000011
M,84,0,51320.5,-11.100000000000023
L,49,0,66767.7,-11.299999999999955
L,173,0,68449.5,-9.400000000000034
M,196,0,66566.5,-10.0
M,189,0,68688.59999999999,-8.199999999999989
M,198,0,65847.0,-9.5
L,173,0,73636.8,-9.899999999999977
M,102,0,67826.40000000001,-9.300000000000011
M,164,0,58076.1,-9.300000000000011
L,91,0,66642.5,-9.599999999999966
L,189,0,72474.0,-11.600000000000023
L,80,0,53605.200000000004,-9.800000000000011
M,71,0,61840.0,-8.899999999999977
M,9,0,60868.8,-9.699999999999989
H,90,0,66681.0,-11.199999999999989
M,173,0,51350.0,-8.800000000000011
M,114,0,60376.6,-9.700000000000045
L,2,0,78031.59999999999,-9.899999999999977
M,80,0,62596.8,-11.5
M,218,1,51984.0,-8.599999999999966
L,173,0,45360.0,-10.800000000000011
L,7,0,57555.2,-9.0
L,101,0,52729.0,-8.800000000000011
M,113,0,50053.200000000004,-10.800000000000011
M,143,0,50544.0,-10.700000000000045
H,188,0,64165.5,-8.800000000000011
L,140,0,67228.0,-11.099999999999966
L,125,0,49480.2,-8.0
M,103,0,47966.700000000004,-9.800000000000011
L,84,0,54424.200000000004,-9.300000000000011
M,161,0,48904.200000000004,-9.200000000000045
M,0,0,73339.2,-9.400000000000034
H,156,0,60775.2,-11.600000000000023
L,141,0,51528.4,-10.800000000000011
L,194,0,67276.0,-9.100000000000023
M,89,0,65658.0,-8.700000000000045
L,153,0,84331.5,-9.300000000000011
L,181,0,49915.5,-9.600000000000023
L,159,0,58284.200000000004,-11.5
L,41,0,42543.2,-10.0
L,191,0,36292.6,-9.0
L,32,0,56004.0,-11.400000000000034
